Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,profile_text
Michael Cutler,,Singapore,"Bhutan,Cambodia,China,Hong Kong,Indonesia,Japan,Malaysia,Myanmar,Philippines,Singapore,South Korea,Taiwan,Thailand,Vietnam","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in early-stage emerging markets, web3, AI, ESG",Solo angel,"$10,000","$100,000","
Name: Michael Cutler
Type: Solo angel
Focus: I invest in early-stage emerging markets, web3, AI, ESG
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: Bhutan,Cambodia,China,Hong Kong,Indonesia,Japan,Malaysia,Myanmar,Philippines,Singapore,South Korea,Taiwan,Thailand,Vietnam
Check Size: $$10,000 to $$100,000
"
Santa Barbara Venture Partners,https://santabarbaravp.com/,"Santa Barbara, CA 93103, US",USA,"5. Growth,4. Scaling",We invest in software businesses that already have at least $2.5M in revenue which are growing 75-300% a year and have 95%+ logo retention and 120%+ NRR,VC,"$500,000","$2,000,000","
Name: Santa Barbara Venture Partners
Type: VC
Focus: We invest in software businesses that already have at least $2.5M in revenue which are growing 75-300% a year and have 95%+ logo retention and 120%+ NRR
Stages: 5. Growth,4. Scaling
Locations: USA
Check Size: $$500,000 to $$2,000,000
"
Luca Spinelli,,,,,,Solo angel,,,"
Name: Luca Spinelli
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Aniket Mishra,,,,,,Solo angel,,,"
Name: Aniket Mishra
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Sunil Kumar  Singh,,Dubai,,"1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in Technology - Robotics, AI, Engineering",Solo angel,"$50,000",,"
Name: Sunil Kumar  Singh
Type: Solo angel
Focus: I invest in Technology - Robotics, AI, Engineering
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: nan
Check Size: $$50,000 to $nan
"
Reach Capital,https://www.reachcapital.com/,"474 Bryant St, San Francisco, CA","USA,UK","3. Early Revenue,4. Scaling","We invest in everything related to the enabling learning and earning (Edtech, Future of Work) ",VC,"$100,000","$10,000,000","
Name: Reach Capital
Type: VC
Focus: We invest in everything related to the enabling learning and earning (Edtech, Future of Work) 
Stages: 3. Early Revenue,4. Scaling
Locations: USA,UK
Check Size: $$100,000 to $$10,000,000
"
Diana Teoh,,,,,,Solo angel,,,"
Name: Diana Teoh
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Matthieu Helwig,,Paris,,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","I invest in Emerging tech, Disruptive tech, Climatetech, Greentech, Cleantech, Impact",Solo angel,,,"
Name: Matthieu Helwig
Type: Solo angel
Focus: I invest in Emerging tech, Disruptive tech, Climatetech, Greentech, Cleantech, Impact
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling
Locations: nan
Check Size: $nan to $nan
"
Truleum Venture Partners Limited,https://truleumventures.com,"DIFC, Dubai, United Arab Emirates","UAE,Saudi Arabia,Oman,Kuwait","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Pre-seed round in Fintech verticals built from our Venture studio, with a ticket size of $200K to $350K. ",VC,"$200,000","$350,000","
Name: Truleum Venture Partners Limited
Type: VC
Focus: We invest in Pre-seed round in Fintech verticals built from our Venture studio, with a ticket size of $200K to $350K. 
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: UAE,Saudi Arabia,Oman,Kuwait
Check Size: $$200,000 to $$350,000
"
Dan Petrovic,https://www.zacgroup.io,London,"Ghana,Mexico,Ireland,Serbia,UK,UAE","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",I invest in businesses that can systemise financial technology or solve systemic issues in FS or solve real world problems.,Solo angel,"$1,000",,"
Name: Dan Petrovic
Type: Solo angel
Focus: I invest in businesses that can systemise financial technology or solve systemic issues in FS or solve real world problems.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling
Locations: Ghana,Mexico,Ireland,Serbia,UK,UAE
Check Size: $$1,000 to $nan
"
Gaurav Anand,,"San Francisco, US","Canada,USA,India","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",I invest into exciting tech opty.,Solo angel,"$5,000","$100,000","
Name: Gaurav Anand
Type: Solo angel
Focus: I invest into exciting tech opty.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: Canada,USA,India
Check Size: $$5,000 to $$100,000
"
Puneet Malik,,,,,,Solo angel,,,"
Name: Puneet Malik
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Arthur Bianchini,,,"Brazil,USA","2. Prototype,3. Early Revenue",I invest in SaaS B2B,Solo angel,,"$25,000","
Name: Arthur Bianchini
Type: Solo angel
Focus: I invest in SaaS B2B
Stages: 2. Prototype,3. Early Revenue
Locations: Brazil,USA
Check Size: $nan to $$25,000
"
Orlando Wood,,"Los Angeles, CA and London, England",USA,"2. Prototype,3. Early Revenue,4. Scaling",I invest in companies with existing MVP. Pre-rev or post rev accepted.,Solo angel,"$10,000","$500,000","
Name: Orlando Wood
Type: Solo angel
Focus: I invest in companies with existing MVP. Pre-rev or post rev accepted.
Stages: 2. Prototype,3. Early Revenue,4. Scaling
Locations: USA
Check Size: $$10,000 to $$500,000
"
Graphene Ventures,https://graphenevc.com,"530 Lytton Avenue, Palo Alto, CA  94301, United States","Nigeria,South Africa,Argentina,Brazil,Canada,USA,Pakistan,Monaco,UK,Egypt,Saudi Arabia,UAE","2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in B2B software, SaaS, Construction, HealthTech, Sciences, Agritech, Robotics, Cybersecurity and many others. We invest in startups with sizeable market opportunities in the early stages, which include Seed, Series A, and Series B rounds.",VC,"$500,000","$2,000,000","
Name: Graphene Ventures
Type: VC
Focus: We invest in B2B software, SaaS, Construction, HealthTech, Sciences, Agritech, Robotics, Cybersecurity and many others. We invest in startups with sizeable market opportunities in the early stages, which include Seed, Series A, and Series B rounds.
Stages: 2. Prototype,3. Early Revenue,4. Scaling,5. Growth
Locations: Nigeria,South Africa,Argentina,Brazil,Canada,USA,Pakistan,Monaco,UK,Egypt,Saudi Arabia,UAE
Check Size: $$500,000 to $$2,000,000
"
Tom Fehring,,"2583 Park Blvd, Palo Alto, CA 94306",USA,"1. Idea or Patent,2. Prototype","I invest in early-stage fintech, insurtech, and proptech.",Solo angel,"$5,000","$50,000","
Name: Tom Fehring
Type: Solo angel
Focus: I invest in early-stage fintech, insurtech, and proptech.
Stages: 1. Idea or Patent,2. Prototype
Locations: USA
Check Size: $$5,000 to $$50,000
"
Zvonko Čuljat,,"Dubrovnik, Croatia",,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",I invest in challenging projects,Solo angel,,,"
Name: Zvonko Čuljat
Type: Solo angel
Focus: I invest in challenging projects
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
Xavier Prelat,,"Bordeaux, France","USA,Denmark,Finland,France,Germany,Hungary,Liechtenstein,Lithuania,Luxembourg,Netherlands,Norway,Poland,Spain,Sweden,Switzerland,UK","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in markets I'm experienced with. Means : software companies, saas with ""tech inside"", software and hardware infrastructure companies and dev tools.
field of interest : cloud infra, analytics, cybersecurity, computing, CI/CD, dev tools, middleware.",Solo angel,"$25,000","$100,000","
Name: Xavier Prelat
Type: Solo angel
Focus: I invest in markets I'm experienced with. Means : software companies, saas with ""tech inside"", software and hardware infrastructure companies and dev tools.
field of interest : cloud infra, analytics, cybersecurity, computing, CI/CD, dev tools, middleware.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: USA,Denmark,Finland,France,Germany,Hungary,Liechtenstein,Lithuania,Luxembourg,Netherlands,Norway,Poland,Spain,Sweden,Switzerland,UK
Check Size: $$25,000 to $$100,000
"
Justin Trahan,,,,,,Solo angel,,,"
Name: Justin Trahan
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Joseph Del Rivo,https://ondacapital.com,"Las Vegas, Nevada",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",I invest in consumer product manufacturers and enterprise business applications. My focus is financial services and project management applications.,Solo angel,"$50,000","$500,000","
Name: Joseph Del Rivo
Type: Solo angel
Focus: I invest in consumer product manufacturers and enterprise business applications. My focus is financial services and project management applications.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling
Locations: USA
Check Size: $$50,000 to $$500,000
"
Great Wave Ventures,https://www.greatwave.vc/,"430 Park Ave, New York, NY 10022","USA,Japan","2. Prototype,3. Early Revenue,4. Scaling","We invest in construction, real estate, climate, and logistics.",VC,"$250,000","$2,000,000","
Name: Great Wave Ventures
Type: VC
Focus: We invest in construction, real estate, climate, and logistics.
Stages: 2. Prototype,3. Early Revenue,4. Scaling
Locations: USA,Japan
Check Size: $$250,000 to $$2,000,000
"
Frederico Serras Gago,,"Lisbon, 1250-140 Portugal",Portugal,"1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in B2B and B2C SaaS,Solo angel,"$5,000","$50,000","
Name: Frederico Serras Gago
Type: Solo angel
Focus: I invest in B2B and B2C SaaS
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: Portugal
Check Size: $$5,000 to $$50,000
"
Sanjeev Sekar,,"Portland, Oregon, US",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in people over products. Focus is on impact vs. a quick exit.

Currently interested in early stage software companies that an emphasis on SaaS services. But open to all ideas - so feel free to reach out!",Solo angel,"$5,000","$50,000","
Name: Sanjeev Sekar
Type: Solo angel
Focus: I invest in people over products. Focus is on impact vs. a quick exit.

Currently interested in early stage software companies that an emphasis on SaaS services. But open to all ideas - so feel free to reach out!
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: USA
Check Size: $$5,000 to $$50,000
"
NOW Venture Studio,https://nowventurestudio.com/,"1st Cross Rd, Santhosapuram, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034",India,"1. Idea or Patent,2. Prototype",We build category leaders in Sustainability & ClimateTech by leveraging DeepTech and DeepScience led innovations,Startup studio,"$25,000","$250,000","
Name: NOW Venture Studio
Type: Startup studio
Focus: We build category leaders in Sustainability & ClimateTech by leveraging DeepTech and DeepScience led innovations
Stages: 1. Idea or Patent,2. Prototype
Locations: India
Check Size: $$25,000 to $$250,000
"
Roberto Cangialosi,,Italy,"Canada,USA,China,Hong Kong,Japan,Singapore,South Korea,Taiwan,Belgium,France,Germany,Ireland,Italy,Lithuania,Luxembourg,Malta,Monaco,Netherlands,Poland,Portugal,Spain,Sweden,Switzerland,UK,Israel,UAE,Australia,New Zealand","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",I invest in pre-seed startups. I am market agnostic,Solo angel,"$1,000","$18,000,000","
Name: Roberto Cangialosi
Type: Solo angel
Focus: I invest in pre-seed startups. I am market agnostic
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: Canada,USA,China,Hong Kong,Japan,Singapore,South Korea,Taiwan,Belgium,France,Germany,Ireland,Italy,Lithuania,Luxembourg,Malta,Monaco,Netherlands,Poland,Portugal,Spain,Sweden,Switzerland,UK,Israel,UAE,Australia,New Zealand
Check Size: $$1,000 to $$18,000,000
"
Amit Gogia,https://www.amitrajgogia.com,India,India,"3. Early Revenue,4. Scaling","I invest in ventures building at the intersection of consumer and healthcare focussed on India.

Current portfolio is a mix of consumer, ed-tech and SaaS.",Solo angel,"$10,000","$25,000","
Name: Amit Gogia
Type: Solo angel
Focus: I invest in ventures building at the intersection of consumer and healthcare focussed on India.

Current portfolio is a mix of consumer, ed-tech and SaaS.
Stages: 3. Early Revenue,4. Scaling
Locations: India
Check Size: $$10,000 to $$25,000
"
J4 Ventures,https://j4.ventures,"New York, NY",USA,"2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in tech and tech enabled businesses and are industry agnostic with a focus on Finance, Workplace, Climate, and AI.",VC,"$100,000","$500,000","
Name: J4 Ventures
Type: VC
Focus: We invest in tech and tech enabled businesses and are industry agnostic with a focus on Finance, Workplace, Climate, and AI.
Stages: 2. Prototype,3. Early Revenue,1. Idea or Patent
Locations: USA
Check Size: $$100,000 to $$500,000
"
Ivan Milutinović,,Zagreb,"Albania,Austria,Belgium,Bosnia-H,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",I invest in companies that have +1m ARR,Solo angel,"$50,000","$20,000,000","
Name: Ivan Milutinović
Type: Solo angel
Focus: I invest in companies that have +1m ARR
Stages: 3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: Albania,Austria,Belgium,Bosnia-H,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine
Check Size: $$50,000 to $$20,000,000
"
Milton Calon,,Johannesburg,"Kenya,Nigeria,South Africa,Canada,USA,UK,Egypt,Morocco,Tunisia,UAE",3. Early Revenue,I invest in scalable tech based startups in the consumer facing space - could be B2B2C or B2C,Solo angel,"$50,000",,"
Name: Milton Calon
Type: Solo angel
Focus: I invest in scalable tech based startups in the consumer facing space - could be B2B2C or B2C
Stages: 3. Early Revenue
Locations: Kenya,Nigeria,South Africa,Canada,USA,UK,Egypt,Morocco,Tunisia,UAE
Check Size: $$50,000 to $nan
"
Startup Sherpas,https://www.startupsherpas.in/,"Gurugram, India",India,"3. Early Revenue,4. Scaling,2. Prototype",We accelerate innovative and scalable Consumer Brands and D2C Startups with signs of strong early adoption. We enable capital and meaningful mentorship from accomplished consumer industry folks and leadership of successful consumer startups to help build winning brands.,"Incubator, Accelerator","$50,000","$50,000","
Name: Startup Sherpas
Type: Incubator, Accelerator
Focus: We accelerate innovative and scalable Consumer Brands and D2C Startups with signs of strong early adoption. We enable capital and meaningful mentorship from accomplished consumer industry folks and leadership of successful consumer startups to help build winning brands.
Stages: 3. Early Revenue,4. Scaling,2. Prototype
Locations: India
Check Size: $$50,000 to $$50,000
"
Elevar Equity,https://www.elevarequity.com,"Bengaluru, India","India,Mexico,Peru,Brazil,Argentina,Uruguay","3. Early Revenue,1. Idea or Patent,2. Prototype,4. Scaling,5. Growth",We invest in businesses serving the low income communities and small businesses.,VC,"$1,000,000","$10,000,000","
Name: Elevar Equity
Type: VC
Focus: We invest in businesses serving the low income communities and small businesses.
Stages: 3. Early Revenue,1. Idea or Patent,2. Prototype,4. Scaling,5. Growth
Locations: India,Mexico,Peru,Brazil,Argentina,Uruguay
Check Size: $$1,000,000 to $$10,000,000
"
John Braitman,,San Jose,"USA,Belgium,Denmark,Estonia,Finland,France,Germany,Greece,Iceland,Ireland,Italy,Netherlands,Norway,Portugal,Spain,Sweden,Switzerland,UK","3. Early Revenue,4. Scaling","I invest in innovative B2B SaaS startups and scaleups, with a focus in AI Technologies. Seeking scalable models with a clear path to market leadership.",Solo angel,"$1,000,000","$5,000,000","
Name: John Braitman
Type: Solo angel
Focus: I invest in innovative B2B SaaS startups and scaleups, with a focus in AI Technologies. Seeking scalable models with a clear path to market leadership.
Stages: 3. Early Revenue,4. Scaling
Locations: USA,Belgium,Denmark,Estonia,Finland,France,Germany,Greece,Iceland,Ireland,Italy,Netherlands,Norway,Portugal,Spain,Sweden,Switzerland,UK
Check Size: $$1,000,000 to $$5,000,000
"
Prosto VC,https://prostoventure.club/,"Dover, DE, United States",USA,"3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in startups with a founders' robust track record, the presence of Tier-1 funds or strong specialist funds in the investment round or cap table, and a MRR of $10K+.",Angel network,"$50,000","$300,000","
Name: Prosto VC
Type: Angel network
Focus: We invest in startups with a founders' robust track record, the presence of Tier-1 funds or strong specialist funds in the investment round or cap table, and a MRR of $10K+.
Stages: 3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: USA
Check Size: $$50,000 to $$300,000
"
AIP Seed VC,https://aipseed.com/,"al. Księcia Józefa Poniatowskiego 1, Warszawa , mazowieckie 03-901, PL","Guyana,Albania,Bosnia-H,Bulgaria,Croatia,Czech Republic,Estonia,Hungary,Latvia,Lithuania,Moldova,Montenegro,North Macedonia,Poland,Romania,Serbia,Slovakia,Slovenia,Ukraine","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in CEE (Central Eastern Europe) startups. We are agnostic.,VC,"$50,000","$400,000","
Name: AIP Seed VC
Type: VC
Focus: We invest in CEE (Central Eastern Europe) startups. We are agnostic.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: Guyana,Albania,Bosnia-H,Bulgaria,Croatia,Czech Republic,Estonia,Hungary,Latvia,Lithuania,Moldova,Montenegro,North Macedonia,Poland,Romania,Serbia,Slovakia,Slovenia,Ukraine
Check Size: $$50,000 to $$400,000
"
Christoph Osterbrink,,,,,,Solo angel,,,"
Name: Christoph Osterbrink
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Kristen Nguyen,,,,,,Solo angel,,,"
Name: Kristen Nguyen
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Norrsken Accelerator,https://accelerator.norrsken.org/,"Birger Jarlsgatan 57C, 113 56, Stockholm, Sweden","Angola,Central African Republic,Canada,Peru,USA,Afghanistan,Belgium,Cyprus,Denmark,Finland,France,Germany,Greece,Iceland,Italy,Sweden,Switzerland,UK,Algeria",3. Early Revenue,"We accelerate pre-seed to early-seed stage startups in greentech, fintech, SaaS, healthtech, foodtech that leverage technology to build scalable businesses that help solve societal and environmental challenges.

Companies from anywhere in the world and any area of impact can apply.","Incubator, Accelerator","$100,000","$100,000","
Name: Norrsken Accelerator
Type: Incubator, Accelerator
Focus: We accelerate pre-seed to early-seed stage startups in greentech, fintech, SaaS, healthtech, foodtech that leverage technology to build scalable businesses that help solve societal and environmental challenges.

Companies from anywhere in the world and any area of impact can apply.
Stages: 3. Early Revenue
Locations: Angola,Central African Republic,Canada,Peru,USA,Afghanistan,Belgium,Cyprus,Denmark,Finland,France,Germany,Greece,Iceland,Italy,Sweden,Switzerland,UK,Algeria
Check Size: $$100,000 to $$100,000
"
Andreas Dierks,,,,,,Solo angel,,,"
Name: Andreas Dierks
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Michael Kim,,"Seoul, South Korea","USA,Singapore,UK,UAE","2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","I invest in startups that augment an individual's productivity, be it by augmenting their ability to get things done on the job, or by helping them scale their abilities to act as a company. I believe technology will lead to a convergence of the concept of ""individual"" and ""corporation"".",Solo angel,"$10,000","$1,000,000","
Name: Michael Kim
Type: Solo angel
Focus: I invest in startups that augment an individual's productivity, be it by augmenting their ability to get things done on the job, or by helping them scale their abilities to act as a company. I believe technology will lead to a convergence of the concept of ""individual"" and ""corporation"".
Stages: 2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: USA,Singapore,UK,UAE
Check Size: $$10,000 to $$1,000,000
"
Necessary Ventures,https://www.necessary.vc/,"San Francisco, CA",USA,"3. Early Revenue,4. Scaling,5. Growth","We invest in Fintech, EdTech, HealthTech, Biotech (platform only), AgTech, CleanTech, and ClimaTech companies. ",VC,"$250,000","$1,000,000","
Name: Necessary Ventures
Type: VC
Focus: We invest in Fintech, EdTech, HealthTech, Biotech (platform only), AgTech, CleanTech, and ClimaTech companies. 
Stages: 3. Early Revenue,4. Scaling,5. Growth
Locations: USA
Check Size: $$250,000 to $$1,000,000
"
VentureSouth,https://venturesouth.vc,"Greenville, SC",USA,3. Early Revenue,We invest in early-stage startups based in the Southeast of the US. We are industry-agnostic and invest in preferred equity round structures.,Angel network,"$150,000","$750,000","
Name: VentureSouth
Type: Angel network
Focus: We invest in early-stage startups based in the Southeast of the US. We are industry-agnostic and invest in preferred equity round structures.
Stages: 3. Early Revenue
Locations: USA
Check Size: $$150,000 to $$750,000
"
CREDX Ventures,https://credx.ventures,"Toronto, Canada","USA,India,Canada","3. Early Revenue,2. Prototype,4. Scaling,5. Growth,6. Pre-IPO,1. Idea or Patent",We invest in pre-seed to Series A rounds across all sectors.,Other,"$50,000","$250,000","
Name: CREDX Ventures
Type: Other
Focus: We invest in pre-seed to Series A rounds across all sectors.
Stages: 3. Early Revenue,2. Prototype,4. Scaling,5. Growth,6. Pre-IPO,1. Idea or Patent
Locations: USA,India,Canada
Check Size: $$50,000 to $$250,000
"
1435 Capital Management,https://1435capital.com,502 Carnegie Ctr Ste 104 Princeton NJ 08540,USA,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in growth stage companies from Seed through Series B broadly in tech.,VC,"$100,000","$1,000,000","
Name: 1435 Capital Management
Type: VC
Focus: We invest in growth stage companies from Seed through Series B broadly in tech.
Stages: 2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: USA
Check Size: $$100,000 to $$1,000,000
"
Allen Lee,,New York,"Canada,USA,Hong Kong,Indonesia,Japan,Malaysia,Philippines,Singapore,South Korea,Taiwan,Thailand,Vietnam,France,Germany,Netherlands,Spain,UK","2. Prototype,3. Early Revenue,4. Scaling,5. Growth","I invest in software (SaaS), deeptech (AI), fintech, edtech, healthtech, proptech, consumer. ",Solo angel,"$10,000","$100,000","
Name: Allen Lee
Type: Solo angel
Focus: I invest in software (SaaS), deeptech (AI), fintech, edtech, healthtech, proptech, consumer. 
Stages: 2. Prototype,3. Early Revenue,4. Scaling,5. Growth
Locations: Canada,USA,Hong Kong,Indonesia,Japan,Malaysia,Philippines,Singapore,South Korea,Taiwan,Thailand,Vietnam,France,Germany,Netherlands,Spain,UK
Check Size: $$10,000 to $$100,000
"
AngelSpark,https://angelspark.net/,"in5 Tech, Dubai","UAE,Saudi Arabia,Egypt,UK,USA,Spain,Germany,Netherlands,India,Pakistan","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in promising and exciting startups in fintech, IoT, web3, SaaS, developer tools, open source, F&B, ISP. We are geography & sector agnostic.",Angel network,"$100,000","$100,000","
Name: AngelSpark
Type: Angel network
Focus: We invest in promising and exciting startups in fintech, IoT, web3, SaaS, developer tools, open source, F&B, ISP. We are geography & sector agnostic.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling
Locations: UAE,Saudi Arabia,Egypt,UK,USA,Spain,Germany,Netherlands,India,Pakistan
Check Size: $$100,000 to $$100,000
"
Duygu Dulger,,,"USA,Egypt,Jordan,Kuwait,Qatar,Saudi Arabia,Turkey,UAE","2. Prototype,3. Early Revenue",I invest in pre-seed & seed,Solo angel,"$1,000","$25,000","
Name: Duygu Dulger
Type: Solo angel
Focus: I invest in pre-seed & seed
Stages: 2. Prototype,3. Early Revenue
Locations: USA,Egypt,Jordan,Kuwait,Qatar,Saudi Arabia,Turkey,UAE
Check Size: $$1,000 to $$25,000
"
Konstantinos Giaouzos,,,,,,Solo angel,,,"
Name: Konstantinos Giaouzos
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Konstantinos Giaouzos,https://www.giaouzos.com,Greece,"Mauritius,Greece","3. Early Revenue,4. Scaling,5. Growth","I invest in Fintech, Saas & Crypto.",Solo angel,"$1,000","$500,000","
Name: Konstantinos Giaouzos
Type: Solo angel
Focus: I invest in Fintech, Saas & Crypto.
Stages: 3. Early Revenue,4. Scaling,5. Growth
Locations: Mauritius,Greece
Check Size: $$1,000 to $$500,000
"
Brad Collins,,Denver,USA,"2. Prototype,3. Early Revenue","I invest in B2B SaaS, primarily HR Tech / Work Tech.",Solo angel,"$1,000","$10,000","
Name: Brad Collins
Type: Solo angel
Focus: I invest in B2B SaaS, primarily HR Tech / Work Tech.
Stages: 2. Prototype,3. Early Revenue
Locations: USA
Check Size: $$1,000 to $$10,000
"
Jeremy Stryer,,,,,,Solo angel,,,"
Name: Jeremy Stryer
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Gregor Herdmann,,"Berlin, Germany",Germany,"1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in people over ideas: Be bright, be bold",Solo angel,"$1,000","$10,000","
Name: Gregor Herdmann
Type: Solo angel
Focus: I invest in people over ideas: Be bright, be bold
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: Germany
Check Size: $$1,000 to $$10,000
"
Jerome Pang,,,,"2. Prototype,3. Early Revenue","I invest in various sectors
Factors that influence my decision and check size
- founder's background
- TAM
- MOAT
-PMF",Solo angel,,"$25,000","
Name: Jerome Pang
Type: Solo angel
Focus: I invest in various sectors
Factors that influence my decision and check size
- founder's background
- TAM
- MOAT
-PMF
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $$25,000
"
Razor Capital,https://www.razorcap.co/,"Flat 21, Kensington West, Blythe Road, W14 0JG","Lebanon,Bangladesh,Indonesia,Philippines,Vietnam","3. Early Revenue,4. Scaling","We invest in 2 theses:
1 - Investing in the consumer economy of Emerging Asia, to include Bangladesh, Indonesia, Philippines, and Vietnam
2 - Investing in Lebanese founders on the global stage. ",VC,"$200,000","$2,000,000","
Name: Razor Capital
Type: VC
Focus: We invest in 2 theses:
1 - Investing in the consumer economy of Emerging Asia, to include Bangladesh, Indonesia, Philippines, and Vietnam
2 - Investing in Lebanese founders on the global stage. 
Stages: 3. Early Revenue,4. Scaling
Locations: Lebanon,Bangladesh,Indonesia,Philippines,Vietnam
Check Size: $$200,000 to $$2,000,000
"
Alex Navarro,,,,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",I invest in unique technologies that I believe could add value to regular internet users.,Solo angel,,"$400,000","
Name: Alex Navarro
Type: Solo angel
Focus: I invest in unique technologies that I believe could add value to regular internet users.
Stages: 2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $$400,000
"
Minimal Capital,https://minimalcapital.com/,"16192 Coastal Hwy, Lewes, DE 19958, United States",USA,"2. Prototype,3. Early Revenue,4. Scaling","We invest in SaaS, cybersecurity, hardware and consumer businesses.",Angel network,"$25,000","$1,000,000","
Name: Minimal Capital
Type: Angel network
Focus: We invest in SaaS, cybersecurity, hardware and consumer businesses.
Stages: 2. Prototype,3. Early Revenue,4. Scaling
Locations: USA
Check Size: $$25,000 to $$1,000,000
"
Eszter T,,,,,,Solo angel,,,"
Name: Eszter T
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Mikael Saakyan,,,,,,Solo angel,,,"
Name: Mikael Saakyan
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
